id,price,brand,model,processor,ram memory,display size,storage capacity,cpu cores,graphics card,rating,reviews,name,url,image,instock
df7ceac991,49500,hp,Laptop 240,3.0,4,14.0,512,4,,0.0,0,HP Laptop 240 G7 14 inch Display 10th Gen Intel Core i3 4GB RAM 500GB HDD SATA Windows 10 Pro 64-bit (Black),https://www.daraz.com.np/products/hp-laptop-240-g7-14-inch-display-10th-gen-intel-core-i3-4gb-ram-500gb-hdd-sata-windows-10-pro-64-bit-black-i105822006-s1027661557.html?search=1,https://static-01.daraz.com.np/p/1af1d49d228e76924d98f2d20e0be36b.jpg_750x750.jpg_.webp,
2f11fd7682,56200,lenovo,IdeaPad 1,5.0,8,14.0,256,4,2000.0,0.0,0,"Lenovo IdeaPad 1 14.0"" Laptop, 14.0"" FHD Display, AMD Ryzen 5 7520U , 8GB RAM, 256GB Storage, DOS Win 11, Cloud Grey",https://www.daraz.com.np/products/lenovo-ideapad-1-140-laptop-140-fhd-display-amd-ryzen-5-7520u-8gb-ram-256gb-storage-dos-win-11-cloud-grey-i128924945-s1036880694.html?search=1,https://static-01.daraz.com.np/p/edc2c5d179b9cb934fd9e58eb1a90eea.jpg_750x750.jpg_.webp,
1eed3ad243,68000,acer,Aspire 3,3.0,8,15.6,512,8,,0.0,0,"Acer Aspire 3 2023 13th Gen i3 / 8GB RAM / 512GB SSD / 15.6"" FHD Display / 2 Year Warranty",https://www.daraz.com.np/products/acer-aspire-3-2023-13th-gen-i3-8gb-ram-512gb-ssd-156-fhd-display-2-year-warranty-i128305229-s1035559503.html?search=1,https://static-01.daraz.com.np/p/1c92975776fc34b619cc3da66e7493e8.jpg_750x750.jpg_.webp,
aa6b479a87,110000,dell,Inspiron 13,5.0,8,13.3,512,4,,0.0,0,Dell Inspiron 13 7306 i5 11th Gen | 8GB Ram | 512GB SSD | Touch | Win10,https://www.daraz.com.np/products/dell-inspiron-13-7306-i5-11th-gen-8gb-ram-512gb-ssd-touch-win10-i120232361-s1032836642.html?search=1,https://static-01.daraz.com.np/p/7e0bf1adb6d6e257ebacced472ecf709.jpg_750x750.jpg_.webp,
c5ccb320ed,59999,lenovo,Flex 5,3.0,4,14.0,128,4,,0.0,0,Lenovo Flex 5 Ryzen 3 4GB/128GB Professional Laptop,https://www.daraz.com.np/products/lenovo-flex-5-ryzen-3-4gb128gb-professional-laptop-i116269878-s1031805026.html?search=1,https://static-01.daraz.com.np/p/80117085daeabd0ffe2f39573c89116d.jpg_750x750.jpg_.webp,
927cab9e9a,56000,hp,Pavilio Power,7.0,8,15.6,1024,8,1050.0,0.0,0,Hp Pavilio Power 15 Gaming i7 8th Gen 8GB DDR4 15.6 FHD IPS Laptop- Black,https://www.daraz.com.np/products/hp-pavilio-power-15-gaming-i7-8th-gen-8gb-ddr4-156-fhd-ips-laptop-black-i104352702-s1025312593.html?search=1,,
9275d42715,99000,dell,Vostro 3400,3.0,8,14.0,256,2,1500.0,0.0,0,Dell Vostro 3400 Laptop i3 11th Gen|14″ inches|8GB RAM| 256GB SSD| Intel UHD Integrated Graphics,https://www.daraz.com.np/products/dell-vostro-3400-laptop-i3-11th-gen14-inches8gb-ram-256gb-ssd-intel-uhd-integrated-graphics-i129651049-s1037530701.html?search=1,,
77385ed63f,159900,asus,TUF Gaming,7.0,16,15.6,512,8,3050.0,0.0,0,"ASUS TUF Gaming F15 FX506HEB / i7 11th Gen 11800H / RTX 3050 TI / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz Display - Grey",https://www.daraz.com.np/products/asus-tuf-gaming-f15-fx506heb-i7-11th-gen-11800h-rtx-3050-ti-16gb-ram-512gb-ssd-156-fhd-144hz-display-grey-i128952331-s1036903565.html?search=1,https://static-01.daraz.com.np/p/63bea4035606754556820136b732b74a.png_750x750.jpg_.webp,
cdb6596d3b,44490,acer,Aspire 3,3.0,4,15.6,256,6,1500.0,0.0,0,"Acer Aspire 3 2023 Ryzen 3 7320U 4GB RAM 256GB SSD 15.6"" FHD Display",https://www.daraz.com.np/products/acer-aspire-3-2023-ryzen-3-7320u-4gb-ram-256gb-ssd-156-fhd-display-i128492316-s1036005183.html?search=1,https://static-01.daraz.com.np/p/8a01c1cb00ea83fc7ce7e0433c4df965.jpg_750x750.jpg_.webp,
bed559e240,88000,acer,Swift3 42,5.0,8,14.0,512,4,,0.0,0,"Acer Swift3-42-r8R5 AMD Ryzen 5-4500U 8GB 512GB Intel UHD 14"" Os",https://www.daraz.com.np/products/acer-swift3-42-r8r5-amd-ryzen-5-4500u-8gb-512gb-intel-uhd-14-os-i128239304-s1035386450.html?search=1,https://static-01.daraz.com.np/p/e3cbfb8a252c124d014c61c2d9d28e05.jpg_750x750.jpg_.webp,
2079a52467,77000,dell,Vostro 3520,5.0,8,15.6,512,10,2800.0,0.0,0,Dell Vostro 3520 | Core™ i5-1235U | GeForce MX 550 | 8GB RAM | 512GB SSD | 15.6″ FHD,https://www.daraz.com.np/products/dell-vostro-3520-core-i5-1235u-geforce-mx-550-8gb-ram-512gb-ssd-156-fhd-i127786925-s1034747427.html?search=1,https://static-01.daraz.com.np/p/51fa5e1d2338ab36007b4e3d7b37d5cd.jpg_750x750.jpg_.webp,
387f4c3ce8,74999,hp,Laptop 15S,5.0,8,15.6,512,4,2800.0,0.0,0,HP Laptop 15S-EQ2116AU| AMD Ryzen 5 5500U| 512GB SSD| 8GB DDR4 RAM| 15.6 Inches FHD,https://www.daraz.com.np/products/hp-laptop-15s-eq2116au-amd-ryzen-5-5500u-512gb-ssd-8gb-ddr4-ram-156-inches-fhd-i125649324-s1034073815.html?search=1,https://static-01.daraz.com.np/p/c780b749d6693762c0314df4c6f048b1.jpg_750x750.jpg_.webp,
34427dbaf1,98000,dell,Inspiron 3505,7.0,8,15.6,512,1,2000.0,0.0,0,"Dell Inspiron 3505 Ryzen 7 3700U / 8GB RAM / 512GB SSD / Vega 8/ 15.6"" FHD Display",https://www.daraz.com.np/products/dell-inspiron-3505-ryzen-7-3700u-8gb-ram-512gb-ssd-vega-8-156-fhd-display-i123279015-s1033493339.html?search=1,https://static-01.daraz.com.np/p/24586e9c105a86de89bbf6b06c95be93.jpg_750x750.jpg_.webp,
3a57f00a0f,129000,dell,Inspiron 5410,5.0,8,14.0,512,1,2800.0,0.0,0,"Dell Inspiron 5410 2-In-1 I5 11th Gen / 8GB RAM / 512GB SSD / 14"" FHD 360 Touch Display / Active Stylus",https://www.daraz.com.np/products/dell-inspiron-5410-2-in-1-i5-11th-gen-8gb-ram-512gb-ssd-14-fhd-360-touch-display-active-stylus-i123270688-s1033491498.html?search=1,https://static-01.daraz.com.np/p/cda527c9552b16815b20475ca1ba05b1.jpg_750x750.jpg_.webp,
3752b8b30f,65999,hp,Pavilion 15,5.0,8,15.6,512,6,,0.0,0,HP Pavilion 15 (EH1052WM) | AMD Ryzen 5 5500U | 8GB RAM| 512GB SSD| Win 11,https://www.daraz.com.np/products/hp-pavilion-15-eh1052wm-amd-ryzen-5-5500u-8gb-ram-512gb-ssd-win-11-i130058599-s1037945978.html?search=1,https://static-01.daraz.com.np/p/05e2741eac11d5a89fe95773a350d63c.png_750x750.jpg_.webp,
5d7f68c68e,76999,acer,Aspire 5,5.0,8,15.6,512,10,,0.0,0,"Acer Aspire 5 | Intel Core i5 13th Gen | 8GB Ram | 512GB SSD | 15.6""FHD",https://www.daraz.com.np/products/acer-aspire-5-intel-core-i5-13th-gen-8gb-ram-512gb-ssd-156fhd-i129325106-s1037356365.html?search=1,https://static-01.daraz.com.np/p/8296f7806496f9c20cf8226054a8875f.jpg_750x750.jpg_.webp,
3e09969cc8,38990,asus,L510MA WB04,2.0,4,15.6,128,2,1500.0,0.0,0,"Asus L510MA-WB04 Celeron / 4GB RAM / 128 SSD / 15.6"" (1920x1080) / Win 10 Genuine",https://www.daraz.com.np/products/asus-l510ma-wb04-celeron-4gb-ram-128-ssd-156-1920x1080-win-10-genuine-i128923236-s1036846511.html?search=1,https://static-01.daraz.com.np/p/4d24d832c4566dee00250395b09b1f19.jpg_750x750.jpg_.webp,
8f96235927,52990,lenovo,IP 3,3.0,8,15.6,256,6,1500.0,0.0,0,"Lenovo IP 3 Slim 3 Core i3 13th Gen/8 GB DDR5 RAM/256 GB SSD/15.6"" FHD/ Win 11",https://www.daraz.com.np/products/lenovo-ip-3-slim-3-core-i3-13th-gen8-gb-ddr5-ram256-gb-ssd156-fhd-win-11-i128923050-s1036849251.html?search=1,https://static-01.daraz.com.np/p/963b402742adcf536aaa5dc22007d65f.jpg_750x750.jpg_.webp,
00e9bfe94c,179810,dell,G15 5520,5.0,16,15.6,512,12,3050.0,0.0,0,"Dell G15 5520 2022 i5 12500H / RTX 3050 / 16GB RAM / 512GB SSD / 15.6"" 120Hz FHD Display",https://www.daraz.com.np/products/dell-g15-5520-2022-i5-12500h-rtx-3050-16gb-ram-512gb-ssd-156-120hz-fhd-display-i127977420-s1035023178.html?search=1,https://static-01.daraz.com.np/p/f3032567ad6e80c7567f92b600e4bd58.jpg_750x750.jpg_.webp,
31127b1594,83000,dell,Vostro 3510,5.0,8,15.6,512,6,1500.0,0.0,0,"Dell Vostro 3510 i5 11th Gen / 8GB RAM / 512GB HDD / 15.6"" FHD Display",https://www.daraz.com.np/products/dell-vostro-3510-i5-11th-gen-8gb-ram-512gb-hdd-156-fhd-display-i117365587-s1032161788.html?search=1,https://static-01.daraz.com.np/p/785e2a5f4b5fa48d188d5f7103ff41a5.jpg_750x750.jpg_.webp,
bfad7e5aa0,82999,hp,Pavilon 15eg,5.0,8,15.6,512,6,,0.0,0,HP Pavilon 15eg (12th Gen Intel Core i5-1235U Processor | 8GB DDR4 RAM | 512GB M.2 NVMe SSD | NVIDIA 2GB Graphics | 15.6-inch FHD (1920 x 1080p) Display |,https://www.daraz.com.np/products/hp-pavilon-15eg-12th-gen-intel-core-i5-1235u-processor-8gb-ddr4-ram-512gb-m2-nvme-ssd-nvidia-2gb-graphics-156-inch-fhd-1920-x-1080p-display-i130056555-s1037955722.html?search=1,https://static-01.daraz.com.np/p/506561ce5745d45ec425ea2a1f8c2939.png_750x750.jpg_.webp,
33b7da8b38,95999,dell,Inspiron 3511,5.0,8,15.6,512,4,,0.0,0,Dell Inspiron 3511 I5 Laptop 11 Gen Processor 8 GB RAM 512 GB SSD 2 GB Graphics 1 Year Warranty Silver or Black,https://www.daraz.com.np/products/dell-inspiron-3511-i5-laptop-11-gen-processor-8-gb-ram-512-gb-ssd-2-gb-graphics-1-year-warranty-silver-or-black-i128639500-s1036336773.html?search=1,https://static-01.daraz.com.np/p/53f82f2b43eebc4ce78ebb586429d572.jpg_750x750.jpg_.webp,
335ebfc040,63000,hp,14S fq1052Au,3.0,4,14.0,256,4,,0.0,0,"HP 14S-fq1052Au AMD Ryzen 3 5300U 4GB 256GB SSD 14""",https://www.daraz.com.np/products/hp-14s-fq1052au-amd-ryzen-3-5300u-4gb-256gb-ssd-14-i128230760-s1035384883.html?search=1,https://static-01.daraz.com.np/p/f071b6d5726482e3b56513b55a15794c.jpg_750x750.jpg_.webp,
fdd250e693,291800,gateway,(By Acer),5.0,16,14.0,512,6,,0.0,0,Gateway (By Acer) With i5 11th Gen Processor 14 Inch FHD Display 16GB RAM 512GB ROM,https://www.daraz.com.np/products/gateway-by-acer-with-i5-11th-gen-processor-14-inch-fhd-display-16gb-ram-512gb-rom-i128223852-s1035365449.html?search=1,,
6d061748e2,76999,asus,Expertbook B1402CB,5.0,8,14.1,512,10,2800.0,0.0,0,"Asus Expertbook-B1402CB Intel Core I5 12th Gen 8GB Ram 512GB SSD 14.0""FHD Backlit Fingersensor",https://www.daraz.com.np/products/asus-expertbook-b1402cb-intel-core-i5-12th-gen-8gb-ram-512gb-ssd-140fhd-backlit-fingersensor-i129653579-s1037551351.html?search=1,https://static-01.daraz.com.np/p/7140dc7110950176e635df8c41adec07.png_750x750.jpg_.webp,
87c62df521,125000,dell,Inspiron 16,7.0,16,15.6,512,2,,0.0,0,Dell Inspiron 16 5635 - Ryzen 7 7730U,https://www.daraz.com.np/products/dell-inspiron-16-5635-ryzen-7-7730u-i129446732-s1037440447.html?search=1,,
586b80cc96,144000,asus,ZenBook 14,7.0,16,14.0,1024,8,2800.0,0.0,0,Asus ZenBook 14 2023 UM3402 Ryzen 7 7730U / 16GB RAM / 1TB SSD / 14'' WQXGA Display / Backlit Keyboard,https://www.daraz.com.np/products/asus-zenbook-14-2023-um3402-ryzen-7-7730u-16gb-ram-1tb-ssd-14-wqxga-display-backlit-keyboard-i128057741-s1035133811.html?search=1,https://static-01.daraz.com.np/p/a346935f6bd58c74308cdb53dc556d4d.jpg_750x750.jpg_.webp,
8c04b41bd2,70000,acer,Aspire 3,5.0,8,15.6,512,4,2800.0,0.0,0,Acer Aspire 3 15 AMD Ryzen 5 7520U Processor | 8GB RAM 512GB SSD | 15.6-inch FHD (1920 x 1080) Multi-touch IPS Display Slim Bezel | AMD Radeon Graphics | Silver | 1 Year Warranty | Acer Laptop,https://www.daraz.com.np/products/acer-aspire-3-15-amd-ryzen-5-7520u-processor-8gb-ram-512gb-ssd-156-inch-fhd-1920-x-1080-multi-touch-ips-display-slim-bezel-amd-radeon-graphics-silver-1-year-warranty-acer-laptop-i129831141-s1037678441.html?search=1,https://static-01.daraz.com.np/p/528d5eecdad66c4a3019f04bb94687b4.png_750x750.jpg_.webp,
c35acdea5a,62000,acer,Aspire 3,5.0,8,15.6,512,4,,0.0,0,"Acer Aspire 3 2023 Ryzen 5 7520U | 8GB RAM | 512GB SSD | 15.6"" FHD Display",https://www.daraz.com.np/products/acer-aspire-3-2023-ryzen-5-7520u-8gb-ram-512gb-ssd-156-fhd-display-i129697443-s1037561866.html?search=1,https://static-01.daraz.com.np/p/2f7b4a6d16357341c97778ebfa2c21ba.jpg_750x750.jpg_.webp,
04398e9b84,132990,dell,Latitude 5330,7.0,16,13.3,256,12,,0.0,0,"Dell Latitude 5330 i7 12th Gen 16GB 256ssd 13.3"" FHD Laptop",https://www.daraz.com.np/products/dell-latitude-5330-i7-12th-gen-16gb-256ssd-133-fhd-laptop-i129104370-s1037110816.html?search=1,https://static-01.daraz.com.np/p/4b101c132c1f8f4472b33ef9c571a62e.jpg_750x750.jpg_.webp,
a8120c1cb0,107990,dell,Inspiron 7430,5.0,8,14.0,512,10,2800.0,0.0,0,"Dell Inspiron 7430 2 in 1 Laptop /Core i5 13th Gen/8GB RAM/512GB SSD/14"" 360 Rotate Touch/Backlit Keyboard/Win 11",https://www.daraz.com.np/products/dell-inspiron-7430-2-in-1-laptop-core-i5-13th-gen8gb-ram512gb-ssd14-360-rotate-touchbacklit-keyboardwin-11-i128901881-s1036842545.html?search=1,https://static-01.daraz.com.np/p/0ce7ce09b1b4122d44ab1581c7a2880b.jpg_750x750.jpg_.webp,
5aee20e126,178790,lenovo,Legion 5,7.0,16,15.6,512,8,4060.0,0.0,0,Lenovo Legion 5 Ryzen 7 7735H 16GB RAM 512GB SSD 15.6″ WQHD 165Hz RTX 4060 8GB Win 11,https://www.daraz.com.np/products/lenovo-legion-5-ryzen-7-7735h-16gb-ram-512gb-ssd-156-wqhd-165hz-rtx-4060-8gb-win-11-i128492320-s1036005192.html?search=1,https://static-01.daraz.com.np/p/f759d6cd55aef00340d8a7cd06699566.jpg_750x750.jpg_.webp,
24473929c5,99000,asus,VivoBook 14,5.0,8,14.0,512,10,2800.0,0.0,0,"Asus VivoBook 14 2023 X1404ZA i5 13th Gen | 8GB RAM | 512GB SSD | 14"" FHD display | Backlight Keyboard | Magic NumPad | Asus Laptop | Laptop | 1 year warranty | Silver",https://www.daraz.com.np/products/asus-vivobook-14-2023-x1404za-i5-13th-gen-8gb-ram-512gb-ssd-14-fhd-display-backlight-keyboard-magic-numpad-asus-laptop-laptop-1-year-warranty-silver-i128476709-s1035970431.html?search=1,https://static-01.daraz.com.np/p/3ec365ef785a85d997b0b262a76ecd62.jpg_750x750.jpg_.webp,
70d90ef58b,114000,asus,VivoBook S,7.0,8,14.0,512,8,,0.0,0,"Asus VivoBook S 14 Flip 2022 TN3402QA Ryzen 7 / 8GB RAM / 512GB SSD / 14"" FHD 2-in-1 Touch Display / Active Stylus / Backlit KB / Magic NumPad",https://www.daraz.com.np/products/asus-vivobook-s-14-flip-2022-tn3402qa-ryzen-7-8gb-ram-512gb-ssd-14-fhd-2-in-1-touch-display-active-stylus-backlit-kb-magic-numpad-i128057175-s1035117558.html?search=1,https://static-01.daraz.com.np/p/361a66489e3bb9b4a5f3f6ad7c5b36a6.png_750x750.jpg_.webp,
5e408c70ce,91000,dell,Vostro 3400,5.0,8,14.0,256,4,,0.0,0,"Dell Vostro 3400 I5 11th Gen / 8GB RAM / 256GB SSD / Nvidia MX330 / 14"" FHD Display",https://www.daraz.com.np/products/dell-vostro-3400-i5-11th-gen-8gb-ram-256gb-ssd-nvidia-mx330-14-fhd-display-i123272538-s1033482702.html?search=1,https://static-01.daraz.com.np/p/3b1dab82d8923a998297a6583ea1d269.jpg_750x750.jpg_.webp,
8c0e81812b,65000,hp,14 Dk1031Dx,3.0,8,14.1,1024,4,,0.0,0,HP 14 Dk1031Dx Ryzen 3 8GB 1TB HDD,https://www.daraz.com.np/products/hp-14-dk1031dx-ryzen-3-8gb-1tb-hdd-i128239308-s1035385498.html?search=1,https://static-01.daraz.com.np/p/90c27a46484482ab9f7ac28eb6a03345.jpg_750x750.jpg_.webp,
2cbf5b0a3a,55000,acer,Aspire 3,3.0,4,14.0,1024,4,,0.0,0,"Acer Aspire 3 14 Ryzen 3 3250U / 4GB RAM / 1TB HDD / 14"" HD Display",https://www.daraz.com.np/products/acer-aspire-3-14-ryzen-3-3250u-4gb-ram-1tb-hdd-14-hd-display-i125035964-s1033947901.html?search=1,https://static-01.daraz.com.np/p/7ef37656a5022d6da158e7b277e98ade.jpg_750x750.jpg_.webp,
301735f0b1,74000,acer,Aspire 3,5.0,4,15.6,1024,1,,0.0,0,"Acer Aspire 3 Core I5 10Th Gen / 4GB RAM / 1TB HDD / 15.6"" HD Display",https://www.daraz.com.np/products/acer-aspire-3-core-i5-10th-gen-4gb-ram-1tb-hdd-156-hd-display-i123291133-s1033501058.html?search=1,https://static-01.daraz.com.np/p/dbcc0be5d094dd1d0674e2d0a6780627.jpg_750x750.jpg_.webp,
08dda856a4,63900,dell,Inspiron 15,3.0,4,15.6,1024,4,,0.0,0,Dell Inspiron 15 3515 AMD Ryzen 3 3250U 4GB 1TB Radeon Graphics FHD,https://www.daraz.com.np/products/dell-inspiron-15-3515-amd-ryzen-3-3250u-4gb-1tb-radeon-graphics-fhd-i118173908-s1032394442.html?search=1,https://static-01.daraz.com.np/p/75506d1589d6960342e549cb344f0f8a.jpg_750x750.jpg_.webp,
9cd865f249,82000,hp,14 DQ,5.0,8,14.0,256,2,2800.0,0.0,0,"HP 14 DQ i5 / 11th Gen irish graphics / 8GB / 256 SSD / 14"" W10/Best laptop limited addition",https://www.daraz.com.np/products/hp-14-dq-i5-11th-gen-irish-graphics-8gb-256-ssd-14-w10best-laptop-limited-addition-i108623288-s1029312961.html?search=1,https://static-01.daraz.com.np/p/4c3e627c58ce2c9ae686f7e51df36dc4.jpg_750x750.jpg_.webp,
9dc3cbdd79,59990,lenovo,IP1 Ryzen5,5.0,8,14.0,512,4,2000.0,0.0,0,"Lenovo IP1 Ryzen5 7520U/ 8GB DDR5 RAM/ 512GB SSD/14"" FHD",https://www.daraz.com.np/products/lenovo-ip1-ryzen5-7520u-8gb-ddr5-ram-512gb-ssd14-fhd-i129651590-s1037547541.html?search=1,https://static-01.daraz.com.np/p/3d935d52153e0b46feebf0d35c156256.jpg_750x750.jpg_.webp,
5350a93997,114000,msi,Modern 14,5.0,8,14.0,512,6,2000.0,0.0,0,MSI Modern 14 B5M With Ryzen 5 5500U Processor 14 Inch FHD IPS Display 8GB RAM 512GB ROM,https://www.daraz.com.np/products/msi-modern-14-b5m-with-ryzen-5-5500u-processor-14-inch-fhd-ips-display-8gb-ram-512gb-rom-i128222955-s1035365448.html?search=1,,
f720f9a00a,79999,hp,15 ef2126wm,5.0,8,14.0,256,4,,0.0,0,HP 15-ef2126wm Ryzen5-5500U/8GB RAM/256GB SSD/15.6″ Full HD,https://www.daraz.com.np/products/hp-15-ef2126wm-ryzen5-5500u8gb-ram256gb-ssd156-full-hd-i122391240-s1033266288.html?search=1,https://static-01.daraz.com.np/p/4a384005b818b725dfe246da9d99e691.jpg_750x750.jpg_.webp,
df30858144,35000,dell,Inspiron 3511,3.0,8,15.6,256,2,1500.0,0.0,0,"Dell Inspiron 3511 i3 1115G4/8gb RAM/256gb SSD/15.6"" FHD/Windows 11 Home/11th Gen Laptop",https://www.daraz.com.np/products/dell-inspiron-3511-i3-1115g48gb-ram256gb-ssd156-fhdwindows-11-home11th-gen-laptop-i129644991-s1037531646.html?search=1,,
87556e9f51,88000,hp,pavilion 15,5.0,8,15.6,512,8,2800.0,0.0,0,Hp pavilion 15 Ryzen 5 5500U 8GB ram 512GB SSD /15.6 inch FHD Display /Backlit Keyboard /Finger print,https://www.daraz.com.np/products/hp-pavilion-15-ryzen-5-5500u-8gb-ram-512gb-ssd-156-inch-fhd-display-backlit-keyboard-finger-print-i129469397-s1037444961.html?search=1,https://static-01.daraz.com.np/p/3cdc2c5552ed500aee157b7266d146af.jpg_750x750.jpg_.webp,
cd496cd17d,77900,asus,Vivobook X1402Z,5.0,8,14.0,512,12,2800.0,0.0,0,"Asus Vivobook X1402Z Core i5 12th Gen/8GB RAM/512GB SSD/14"" FHD/Backlit Keyboard/Win 11",https://www.daraz.com.np/products/asus-vivobook-x1402z-core-i5-12th-gen8gb-ram512gb-ssd14-fhdbacklit-keyboardwin-11-i128902849-s1036848308.html?search=1,https://static-01.daraz.com.np/p/200e7afcdd501476fffb06485a0f3d85.jpg_750x750.jpg_.webp,
b18f1ad744,69990,lenovo,IdeaPad Slim,5.0,8,15.6,512,8,,0.0,0,"Lenovo IdeaPad Slim 3 i5 13th Gen 8GB RAM 512GB SSD 15.6"" FHD Backlight Keyboard",https://www.daraz.com.np/products/lenovo-ideapad-slim-3-i5-13th-gen-8gb-ram-512gb-ssd-156-fhd-backlight-keyboard-i128495233-s1036005202.html?search=1,https://static-01.daraz.com.np/p/38e06c07d157db3e25dc2d897f382b8e.jpg_750x750.jpg_.webp,
0c4501d7c6,120000,dell,Inspiron 16,7.0,8,16.1,512,6,2000.0,0.0,0,"Dell Inspiron 16 5625 Ryzen 7 5825U / 8GB RAM / 512GB SSD / Vega 8 / 16.1"" FHD display",https://www.daraz.com.np/products/dell-inspiron-16-5625-ryzen-7-5825u-8gb-ram-512gb-ssd-vega-8-161-fhd-display-i128053962-s1035136626.html?search=1,https://static-01.daraz.com.np/p/07f304293b39dee75cf65b5254353814.jpg_750x750.jpg_.webp,
a374cfb3ba,120000,asus,ZenBook Q507IQ,7.0,8,15.6,256,8,2000.0,0.0,0,Asus ZenBook Q507IQ Ryzen 7 8GB RAM 256GB SSD Radeon Graphics 15” FHD display Magic NumPad,https://www.daraz.com.np/products/asus-zenbook-q507iq-ryzen-7-8gb-ram-256gb-ssd-radeon-graphics-15-fhd-display-magic-numpad-i125211803-s1033997434.html?search=1,https://static-01.daraz.com.np/p/a942cc239bca5ef11a3fd12b28982739.jpg_750x750.jpg_.webp,
c88ce77349,196000,asus,TUF Dash,7.0,16,15.6,1024,4,3050.0,0.0,0,"Asus TUF Dash F15 FX516PE I7 11th Gen / RTX 3050ti / 16GB RAM / 1TB SSD / 15.6"" FHD 144Hz Display",https://www.daraz.com.np/products/asus-tuf-dash-f15-fx516pe-i7-11th-gen-rtx-3050ti-16gb-ram-1tb-ssd-156-fhd-144hz-display-i123269334-s1033490290.html?search=1,https://static-01.daraz.com.np/p/1b64cdcfedf38b45f349faef78f424f6.jpg_750x750.jpg_.webp,
eb52356c7d,62000,lenovo,Ideapad 3,3.0,8,15.6,256,2,1500.0,0.0,0,Lenovo Ideapad 3 | Core i3-1115G4 | Intel UHD | 8GB RAM | 256GB SSD | 15.6” FHD,https://www.daraz.com.np/products/lenovo-ideapad-3-core-i3-1115g4-intel-uhd-8gb-ram-256gb-ssd-156-fhd-i120225920-s1032835685.html?search=1,https://static-01.daraz.com.np/p/f8749085a0aaf4685f9d251eeee431d0.jpg_750x750.jpg_.webp,
5c7a551dd6,59999,acer,Aspire 3,3.0,4,15.6,1024,2,2000.0,0.0,0,Acer Aspire 3 A315 / AMD Ryzen 3 3250U / 4 GB Ram / 128 GB SSD+1TB HDD / 15.6″ Inch FHD Display / Silver,https://www.daraz.com.np/products/acer-aspire-3-a315-amd-ryzen-3-3250u-4-gb-ram-128-gb-ssd1tb-hdd-156-inch-fhd-display-silver-i118138012-s1032386327.html?search=1,https://static-01.daraz.com.np/p/091a3d0962ce5b852e8c1fd1245521af.jpg_750x750.jpg_.webp,
7df6e4fb5a,112000,lenovo,Yoga 6,5.0,16,13.3,256,6,,0.0,0,Lenovo Yoga 6 Ryzen 5 7530U Ram 16Gb/256Gb Nvme SSD Display 13.3 Touch Screen 360°,https://www.daraz.com.np/products/lenovo-yoga-6-ryzen-5-7530u-ram-16gb256gb-nvme-ssd-display-133-touch-screen-360-i129928022-s1037914970.html?search=1,,
d9501338e8,69999,lenovo,IdeaPad Slim,5.0,8,14.0,512,6,1500.0,0.0,0,Lenovo IdeaPad Slim 3 14IAH8 Intel Core i5-12450H 8GB RAM 512GB SSD Intel UHD Graphics with Fingerprint and Windows 11,https://www.daraz.com.np/products/lenovo-ideapad-slim-3-14iah8-intel-core-i5-12450h-8gb-ram-512gb-ssd-intel-uhd-graphics-with-fingerprint-and-windows-11-i129652006-s1037531876.html?search=1,https://static-01.daraz.com.np/p/91491a85318152947628c9308ed6dd9f.jpg_750x750.jpg_.webp,
32f930f131,62990,lenovo,IP1 Ryzen5,5.0,8,14.0,256,4,2000.0,0.0,0,"Lenovo IP1 Ryzen5 7520U/ 8GB RAM/256GB SSD/14"" FHD",https://www.daraz.com.np/products/lenovo-ip1-ryzen5-7520u-8gb-ram256gb-ssd14-fhd-i128903602-s1036848025.html?search=1,https://static-01.daraz.com.np/p/ddf790f480c08cc80d1e637b9c27ccf2.jpg_750x750.jpg_.webp,
13c0214f49,85000,hp,14Z Laptop,5.0,8,14.0,256,6,,0.0,0,"HP 14Z Laptop Ryzen 5 8GB RAM 256GB SSD 14""",https://www.daraz.com.np/products/hp-14z-laptop-ryzen-5-8gb-ram-256gb-ssd-14-i128240342-s1035387296.html?search=1,https://static-01.daraz.com.np/p/90c27a46484482ab9f7ac28eb6a03345.jpg_750x750.jpg_.webp,
d8a7c069b2,54000,acer,Aspire 5,3.0,4,15.6,1024,2,,0.0,0,"Acer Aspire 5 2021 11th Gen i3 / 4GB RAM / 1TB HDD / 15.6"" HD Display",https://www.daraz.com.np/products/acer-aspire-5-2021-11th-gen-i3-4gb-ram-1tb-hdd-156-hd-display-i128237340-s1035383999.html?search=1,https://static-01.daraz.com.np/p/5a1e868ede890f67ad4bf2d48ae8fb49.jpg_750x750.jpg_.webp,
50b7b17a9d,89000,dell,Inspiron 7405,5.0,8,14.0,256,6,,0.0,0,Dell Inspiron 7405 2-in-1 Ryzen 5 4500U / 8GB RAM / 256GB SSD / 14'' FHD 360-degree Touch Screen Display,https://www.daraz.com.np/products/dell-inspiron-7405-2-in-1-ryzen-5-4500u-8gb-ram-256gb-ssd-14-fhd-360-degree-touch-screen-display-i128230764-s1035382942.html?search=1,https://static-01.daraz.com.np/p/64193df804408bf1f3434d479cc87a3c.jpg_750x750.jpg_.webp,
